账户ID,账户名称,公司名称,账户状态,MEG账户一级行业（新）,MEG账户二级行业（新）,运营单位账户属性,发证机关所在市,资质客户ID,原生首次消费日,账户首次消费日,账户最近消费日,SF对应二级账号,管理员,订单行,总消费20231105,总消费20231106,总消费20231107,总消费20231108,总消费20231109,总消费20231110,总消费20231111,总消费20231112,品牌展示总消费20231105,品牌展示总消费20231106,品牌展示总消费20231107,品牌展示总消费20231108,品牌展示总消费20231109,品牌展示总消费20231110,品牌展示总消费20231111,品牌展示总消费20231112,原生自主投放总消费20231105,原生自主投放总消费20231106,原生自主投放总消费20231107,原生自主投放总消费20231108,原生自主投放总消费20231109,原生自主投放总消费20231110,原生自主投放总消费20231111,原生自主投放总消费20231112,凤巢优惠券消费20231105,凤巢优惠券消费20231106,凤巢优惠券消费20231107,凤巢优惠券消费20231108,凤巢优惠券消费20231109,凤巢优惠券消费20231110,凤巢优惠券消费20231111,凤巢优惠券消费20231112,原生CPC优惠券消费20231105,原生CPC优惠券消费20231106,原生CPC优惠券消费20231107,原生CPC优惠券消费20231108,原生CPC优惠券消费20231109,原生CPC优惠券消费20231110,原生CPC优惠券消费20231111,原生CPC优惠券消费20231112,原生CPM优惠券消费20231105,原生CPM优惠券消费20231106,原生CPM优惠券消费20231107,原生CPM优惠券消费20231108,原生CPM优惠券消费20231109,原生CPM优惠券消费20231110,原生CPM优惠券消费20231111,原生CPM优惠券消费20231112,聚屏平台合约消费20231105,聚屏平台合约消费20231106,聚屏平台合约消费20231107,聚屏平台合约消费20231108,聚屏平台合约消费20231109,聚屏平台合约消费20231110,聚屏平台合约消费20231111,聚屏平台合约消费20231112,手百开屏消费20231105,手百开屏消费20231106,手百开屏消费20231107,手百开屏消费20231108,手百开屏消费20231109,手百开屏消费20231110,手百开屏消费20231111,手百开屏消费20231112,度星选-软植互选-消费20231105,度星选-软植互选-消费20231106,度星选-软植互选-消费20231107,度星选-软植互选-消费20231108,度星选-软植互选-消费20231109,度星选-软植互选-消费20231110,度星选-软植互选-消费20231111,度星选-软植互选-消费20231112,闭环电商-原生-消费20231105,闭环电商-原生-消费20231106,闭环电商-原生-消费20231107,闭环电商-原生-消费20231108,闭环电商-原生-消费20231109,闭环电商-原生-消费20231110,闭环电商-原生-消费20231111,闭环电商-原生-消费20231112
48380000,尚美婷05,厦门市尚美婷美容科技有限公司,用户正常生效,整形美容,眼科美容,一户多开,厦门市,429645336,2023-06-08,2023-06-08,2023-11-12,xm潜力08,xmds02,0,5703.10,4833.78,4872.06,5778.06,7121.42,5812.57,4235.11,7947.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5703.10,4833.78,4872.06,5778.06,7121.42,5812.57,4235.11,7947.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
48020968,xm-凯琦-主,深圳市凯琦供应链管理有限公司厦门分公司,用户正常生效,物流业,普通运输,首次上线新客户,厦门市,429638850,"",2023-05-30,2023-11-12,旺旺117,xmfq05,0,13.46,219.47,45.21,163.99,250.06,71.70,28.75,11.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10358866,传一信息,厦门市传一信息科技有限公司,用户正常生效,教育培训,职业培训,首次上线新客户,厦门市,427810298,2018-05-05,2015-05-19,2023-11-12,xm维护24,12t74,0,147.11,422.43,295.74,409.21,272.83,241.54,170.49,210.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
50880600,xm融优通-8,海南融优通信息咨询有限公司厦门分公司,用户正常生效,金融服务,小额贷款,一户多开,厦门市,429693794,"",2023-10-21,2023-11-12,xm渠道002,xmfq07,0,4618.53,4793.35,3368.02,3302.54,2581.49,3044.45,1749.06,1454.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24092557,汇鑫盛,厦门汇鑫盛企业管理咨询有限公司,用户正常生效,商务服务,代理代办,首次上线新客户,厦门市,428570611,\N,2017-06-29,2023-11-10,xm维护42,12t1009,0,0.00,73.65,93.36,50.79,40.01,54.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
51235355,D炎磊01,厦门炎磊网络科技有限公司,用户正常生效,生活服务,便民回收,一户多开,厦门市,429534019,"",2023-10-31,2023-11-12,clx05,xmfq03,0,201.41,207.30,202.86,200.32,318.05,289.45,201.84,202.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6350565,仁汇广,厦门仁汇广展览服务有限公司,用户正常生效,商务服务,广告服务,"",厦门市,56218873,2017-12-07,2013-07-05,2023-11-12,xm维护42,12t1009,0,109.29,111.72,115.48,112.41,132.56,130.15,106.57,80.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
48232357,集美速启星zb19,厦门市集美区速启星网络技术服务部,用户正常生效,箱包服饰,珠宝饰品,一户多开,厦门市,429521954,"",2023-06-06,2023-11-07,xm渠道029,xmfq07,0,206.74,529.33,300.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
50269534,xm-嘉焙一分二跳yun04,宁波嘉焙食品有限公司厦门市湖里第一分公司,用户正常生效,医疗器械,一类医疗器械,一户多开,厦门市,429687590,"",2023-09-10,2023-11-12,clx21,xmfq04,0,305.17,306.34,121.36,165.44,143.90,217.03,120.16,36.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
49810951,fj-惠龙网络B1,云霄县惠龙信息咨询服务部,用户正常生效,招商加盟,招商-服务类,一户多开,漳州市,429517575,"",2023-08-19,2023-11-11,xm渠道021,xmfq07,0,356.16,400.54,412.56,416.04,390.59,400.90,75.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
49765496,帮欣-流1,漳州市龙文区帮欣机械设备有限公司,用户帐面为零,招商加盟,招商-其他,一户多开,漳州市,429655863,2023-08-11,2023-08-11,2023-11-12,旺旺111,xmfq05,0,2015.65,2403.75,1005.22,1019.87,1060.67,1006.22,1240.18,1016.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015.65,2403.75,1005.22,1019.87,1060.67,1006.22,1240.18,1016.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
46191310,传百年工贸,漳州市传百年工贸有限公司,用户正常生效,房产家居,装修建材,首次上线新客户,漳州市,429604875,"",2023-04-14,2023-11-12,zz新开01,12t020,0,148.96,95.80,90.58,79.42,75.54,98.10,54.02,124.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
33756852,厦门圆目,厦门圆目医疗器械有限公司,用户正常生效,医疗器械,一类医疗器械,首次上线新客户,厦门市,429342629,"",2021-08-07,2023-11-12,xm维护28,12t089,0,57.20,61.66,41.84,74.60,44.55,75.72,67.95,59.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
45574987,fj-同城修一修A1,德化县同城修一修家政服务部,用户正常生效,房产家居,装潢装修,首次上线新客户,泉州市,429589384,"",2023-02-23,2023-11-12,xm渠道021,xmfq07,0,1062.27,1187.16,1098.17,1013.29,1121.44,1127.76,1031.69,1101.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
22630526,文特森机械,文特森机械科技(福建)有限公司,用户正常生效,机械设备,清洁及通风设备,首次上线新客户,漳州市,428440013,2018-08-24,2016-12-08,2023-11-12,zz维护09,12t1016,0,15.35,24.72,4.12,6.23,11.01,10.31,13.07,20.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
40775304,帆帆49,厦门芃茗电子商务有限公司,用户帐面为零,箱包服饰,服装鞋帽,一户多开,厦门市,429470812,2022-06-18,2022-06-18,2023-11-12,xm渠道001,xmfq07,0,0.00,0.00,0.00,0.00,505.87,268.09,10.89,73.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,505.87,268.09,10.89,73.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
49470998,厦门印钢,厦门印钢再生资源有限公司,用户正常生效,化工及能源,废旧回收,首次上线新客户,厦门市,429675271,"",2023-07-29,2023-11-12,xm新开15,12t092,0,151.08,70.68,15.07,61.10,123.22,139.78,79.15,62.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
50302253,xm惠复琳五分二跳yun21,重庆惠复琳健康咨询有限公司厦门湖里第五分公司,用户正常生效,医疗器械,一类医疗器械,一户多开,厦门市,429668999,"",2023-09-15,2023-11-09,clx20,xmfq02,0,0.00,0.00,0.00,0.00,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
50133242,BD二类电商度娘房产家居423,德化县度娘精选百货商行,用户帐面为零,直营电商,房产家居,一户多开,泉州市,429639198,"",2023-09-03,2023-11-12,xm电商03,xmds01，xmfq08,0,21.03,23.03,54.27,112.70,116.30,112.82,57.95,63.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.03,23.03,51.21,112.70,115.69,112.34,57.95,63.91
50285611,BD二类电商-奕泽食品-C71,漳州市龙文区奕泽百货商行,用户帐面为零,直营电商,食品饮料,一户多开,漳州市,429514029,"",2023-09-14,2023-11-06,xm渠道002,xmfq07,0,13.17,31.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
43241868,泉州时兴,泉州市时兴水泥制品有限公司,用户正常生效,房产家居,装修建材,首次上线新客户,泉州市,429546106,"",2022-11-23,2023-11-12,qz维护10,12t090,0,51.34,50.22,53.96,36.05,51.67,53.33,52.04,50.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
43382046,生意通-2,苏州生意通网络科技有限公司,用户正常生效,商品交易,电商B2B,一户多开,苏州市,429493947,"",2022-12-26,2023-11-11,旺旺116,xmfq05，xmfq08,0,0.00,0.00,0.00,0.00,0.97,2.60,3.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
51342994,BD二类电商-XM百合康A1,厦门市湖里区然清堂百货店（个体工商户）,用户帐面为零,直营电商,保健品,一户多开,厦门市,429724296,"",2023-11-06,2023-11-12,xm渠道028,xmfq07，xmkuang09,0,0.00,0.09,54.04,200.83,98.54,22.46,22.69,68.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,54.04,200.83,98.54,22.46,22.69,68.73
32626843,泓艺清,厦门泓艺清装饰设计工程有限公司,用户正常生效,机械设备,机械设备-其他,首次上线新客户,厦门市,429296875,"",2021-06-17,2023-11-12,xm维护09,12t030,0,31.56,35.30,27.04,56.77,39.12,38.01,26.38,16.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
49825725,厦门贝科,厦门贝科新碳进出口有限公司,用户正常生效,商务服务,检测认证,首次上线新客户,厦门市,429684351,"",2023-08-18,2023-11-11,xm新开15,12t092,0,3.54,15.67,19.42,11.39,3.88,2.21,1.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
40663371,食膳煌-SL01,厦门食膳煌餐饮管理有限公司,用户正常生效,教育培训,职业培训,一户多开,厦门市,429460215,"",2022-06-01,2023-11-12,xm渠道002,xmfq07,0,672.47,820.09,727.86,962.47,656.85,1138.57,897.43,1277.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24038236,厦门瑞彼德,厦门瑞彼德网络工程有限公司,用户正常生效,电子电工,仪器仪表,首次上线新客户,厦门市,428516729,"",2017-06-28,2023-11-10,xm维护36,12t019,0,0.00,0.00,0.00,1.28,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
45299259,程教-27,厦门程建网教育科技有限公司,该用户被拒绝,教育培训,职业培训,一户多开,厦门市,429392554,"",2023-02-07,2023-11-07,旺旺115,xmfq05,0,7.04,153.71,18.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39237413,泉州福兴医院3,泉州福兴妇产医院有限公司,用户正常生效,医疗服务,妇产科,一户多开,泉州市,428408468,"",2022-04-14,2023-11-12,qz医疗03,12t1027,0,6015.88,5765.16,4375.17,5830.78,4694.96,5805.18,7256.45,5926.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
50912341,p尧予04,厦门市湖里区尧予日用品经营部,用户正常生效,教育培训,职业培训,首次上线新客户,厦门市,429713342,"",2023-10-16,2023-11-12,clx18,xmfq02,0,77.14,79.94,34.49,45.04,58.19,6.76,5.46,55.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
